ID,R0,R1,E1_0,E1_1,W1_0,W1_1,label
37,528.8067968,3713.643917,1.47E-05,0.908782501,6536.347925,22.31129989,0
38,405.3913835,4296.365904,8.42E-06,0.910505235,4843.860713,18.34349102,0
39,404.0306088,4314.828798,8.22E-06,0.915325975,13270.10397,151.8379496,0
40,399.66688,5067.488678,2.10E-05,0.745841366,99.26828149,0.200232774,0
41,405.6509433,5007.325611,1.88E-05,0.770593527,90.75749797,0.184127404,0
42,414.8863832,4710.851041,2.33E-05,0.734592493,99.24165594,0.197717157,0
43,420.7564598,4321.49904,2.14E-05,0.75505339,84.70318463,0.175434128,0
44,432.4384256,3778.528344,8.48E-06,0.91156256,5553.540117,23.15327524,0
45,370.6020749,3905.275325,1.29E-05,0.922569841,5869.32911,22.84649232,0
46,369.2548562,4060.194428,1.33E-05,0.91547477,5257.944064,13.91096946,0
47,361.4125927,4118.254451,9.54E-06,0.899512177,5087.14255,23.2679341,0
48,335.0255639,5061.071408,1.28E-05,0.815526817,47.58264385,0.118431784,0
49,471.8359297,5017.859999,2.07E-05,0.748836206,96.05022997,0.197683628,0
50,513.4840155,3800.818548,1.11E-05,0.922320344,6108.847481,20.38119216,0
51,509.8964692,4793.756274,1.90E-05,0.761537835,86.81492684,0.173203407,0
52,509.5946444,4835.272918,2.03E-05,0.744246698,86.3861402,0.180734936,0
53,459.5019814,4109.371086,8.02E-06,0.920483988,5085.262764,20.46645604,0
54,418.5611309,5100.450884,1.44E-05,0.77184276,59.09474745,0.138745722,0
55,398.0795696,4113.477406,1.23E-05,0.906889402,5849.083518,23.08517838,0
56,397.6767007,4739.695142,1.42E-05,0.849953055,0.015232615,1.89E-05,0
57,479.7972267,4496.869015,8.23E-06,0.918153257,4093.629723,20.34923575,0
58,480.3008661,4446.981221,7.94E-06,0.925643368,4005.897634,20.12544222,0
59,451.9213367,4909.20902,2.27E-05,0.746254629,106.9676664,0.212040433,0
60,452.414442,5071.753514,2.14E-05,0.759563726,118.0818896,0.210238464,0
61,436.6901016,4817.460273,2.16E-05,0.747387152,100.5905988,0.195060637,0
62,433.8668946,4935.535066,2.26E-05,0.735663389,106.0296896,0.20498889,0
63,418.1229231,5468.710924,1.74E-05,0.75700661,0.000410542,7.43E-07,0
64,457.9450212,4023.950817,1.08E-05,0.89410509,7050.816802,22.92738625,0
65,391.6421435,3729.991269,1.29E-05,0.911569442,4889.815043,20.42465837,0
66,390.5987428,3941.387658,1.33E-05,0.906110436,4674.009713,15.52445649,0
67,432.7690318,4251.397262,8.20E-06,0.90822644,4775.406499,22.76514777,0
68,436.8668932,4137.527407,7.36E-06,0.932115468,3893.893389,18.60958865,0
69,545.2773571,6834.682136,7.17E-05,0.770482726,615.1307342,1.051062184,1
70,538.6341519,4010.620861,6.80E-05,0.930171421,12339.84694,25.69074221,1
71,476.4703997,3987.587634,5.91E-05,0.88788606,11628.82882,27.88677726,1
72,469.1914348,4166.576108,5.60E-05,0.918739399,10722.62615,19.7077607,1
73,417.6099919,8791.064738,5.28E-05,0.778632295,730.5372754,0.945746959,1
74,412.6636082,5006.905074,4.98E-05,0.920593183,16870.75812,32.75949277,1
75,434.6144439,3781.4719,4.59E-05,0.861198801,7024.396599,19.19208003,1
76,420.6384562,5508.038501,5.55E-05,0.734614442,286.2240874,0.602039327,1
77,396.5637826,9148.843246,6.89E-05,0.789752577,790.4130625,1.204674333,1
78,399.9530315,8866.586558,6.69E-05,0.798103715,727.1206998,1.088579434,1
79,459.0199714,4915.270718,4.18E-05,0.892967105,11305.23359,26.52466499,1
80,459.0223474,4660.600479,4.21E-05,0.89966809,11750.75755,26.84627434,1
81,477.4852165,4473.777096,3.98E-05,0.893204757,6693.802331,10.91196326,1
82,405.8338666,3979.603136,3.97E-05,0.878549087,8867.805708,27.29366594,1
83,406.6971378,4018.251304,3.71E-05,0.894027705,7783.66994,21.76457872,1
84,416.036651,4356.137648,5.70E-05,0.87726169,9795.44006,29.62689848,1
85,416.6188467,4275.280024,5.44E-05,0.908467511,7723.180836,17.2745892,1
86,383.8947858,4293.507321,4.81E-05,0.872686871,7360.296726,27.38206012,1
87,382.2967485,4352.447701,4.77E-05,0.894253763,6359.757727,15.66050925,1
88,428.331985,4252.771935,5.54E-05,0.915624114,11462.33949,21.66283303,1
89,429.9075551,4382.713871,5.54E-05,0.898914084,12654.18864,30.82941111,1
90,549.3064176,4005.988307,4.14E-05,0.873034344,8905.676615,19.00123606,1
91,552.4866397,3865.160879,3.91E-05,0.875090455,7711.435826,20.09939596,1
92,531.0239485,3827.352021,4.97E-05,0.877462478,9743.650154,27.13927599,1
93,530.2908178,3918.509463,4.86E-05,0.88186493,10156.42245,26.9824928,1
94,382.1099637,4397.620668,5.34E-05,0.897933994,9747.684461,23.25913557,1
95,373.4347786,4696.883151,5.21E-05,0.928885693,8793.25053,13.71593234,1
96,384.4168876,4449.165774,5.40E-05,0.907255386,10641.01356,27.75966142,1
97,385.0383453,4481.255758,5.55E-05,0.900554543,11325.89701,32.4673401,1
98,458.5456442,4256.386441,4.87E-05,0.90269845,7901.81546,15.06902913,1
99,461.9938769,4021.366184,4.84E-05,0.891436819,8995.793457,23.2805697,1
100,444.1862517,3819.434119,4.20E-05,0.892936148,7603.072911,19.77359739,1
101,431.4849443,5411.327941,5.32E-05,0.748178376,288.0774062,0.595712301,1
102,518.4747929,4226.08181,4.51E-05,0.862372322,9358.063448,25.95366796,1
103,519.5629004,4159.044599,4.42E-05,0.883037016,9200.867593,22.03561461,1
104,521.8453723,3916.783539,5.99E-05,0.87688684,7715.737485,19.34059536,1
105,524.5226682,3810.142834,6.14E-05,0.873192217,14090.77809,71.68932617,1
106,390.2917463,4904.521056,5.22E-05,0.888999183,9603.038948,26.43628777,1
107,391.5590368,4764.729853,5.10E-05,0.892145544,8927.917245,23.79595075,1
108,429.1675529,4175.226987,4.25E-05,0.884163076,8882.572284,24.16116257,1
109,427.6740848,4267.17039,4.36E-05,0.883491422,9662.562385,26.24345851,1
110,437.5603353,4592.789417,3.97E-05,0.889658026,10057.60548,22.78971056,1
111,419.5634468,4531.164203,3.65E-05,0.873617839,9340.151574,27.63049692,1
112,422.2939879,4386.544161,3.66E-05,0.879081858,8412.932355,23.55635777,1
113,363.0420998,3799.017977,5.49E-05,0.861022201,7705.194119,27.65914852,1
114,362.0292139,3506.504277,4.93E-05,0.924852221,5574.283301,9.031560858,1
115,356.091048,4202.310582,4.66E-05,0.871580259,7424.023488,27.92844439,1
116,351.2117427,5596.185703,4.99E-05,0.787475509,219.374942,0.524123074,1
117,491.3924062,4469.982624,4.58E-05,0.90991038,9452.687401,15.02214728,1
118,494.9757971,4369.113697,4.56E-05,0.889317702,10484.00334,25.01962981,1
119,533.7427901,3962.639282,4.75E-05,0.88991998,8442.402894,18.67596093,1
120,536.0253018,3838.182854,4.68E-05,0.879373726,9125.112273,26.66615066,1
121,440.7430769,4510.97979,4.28E-05,0.885716606,9461.870954,23.24181373,1
122,439.3517444,4578.42028,4.31E-05,0.895571993,9800.3307,21.52902678,1
123,387.9283029,4536.921469,4.98E-05,0.892274655,7646.161081,17.49406707,1
124,388.2582764,4530.87627,5.08E-05,0.874426328,8973.188241,27.10290886,1
125,467.9971848,4490.556463,5.34E-05,0.894144593,7406.881615,19.65282772,1
126,468.8744293,4493.931598,5.45E-05,0.892757168,8413.352835,26.86665283,1
127,473.4942707,4492.900504,4.71E-05,0.895781956,10574.63721,25.8397645,1
128,477.198404,4244.592401,4.59E-05,0.891279936,13774.3078,53.69390372,1
129,460.6499155,4342.986215,4.22E-05,0.889092277,10116.06513,21.75828757,1
130,444.6369259,4493.340105,4.73E-05,0.878688409,10445.37325,27.63851262,1
131,445.8323253,4296.0602,4.91E-05,0.879327248,10183.47471,23.99640887,1
132,384.5811206,3709.215507,4.70E-05,0.860291664,7806.274467,28.42121454,1
133,385.0744256,3673.908587,4.90E-05,0.854025977,7691.716706,28.03137292,1
134,424.3292329,4412.256424,5.15E-05,0.882022854,7091.141375,17.62158238,1
135,423.8625062,4428.553204,5.14E-05,0.862499699,7014.337516,22.56224158,1
