ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,label
41,7.16098,6.07101,5.35926,4.96168,4.66722,4.58561,4.63496,4.74383,5.01286,5.4167,6.00457,6.83899,7.99371,9.5918,11.6811,14.4492,18.0312,22.6761,28.5663,36.169,45.933,58.6785,75.5122,97.9315,127.973,167.885,220.539,289.308,378.004,490.835,631.235,802.975,1007.86,1245.8,1506.8,1773.73,2019.48,2212.6,2324.62,2354.75,Z_1
42,7.08979,6.06874,5.42572,4.9947,4.7771,4.77614,4.89283,5.10892,5.468,5.95865,6.58724,7.4767,8.70934,10.3517,12.5222,15.3456,19.0251,23.7432,29.7883,37.5354,47.473,60.5295,77.7399,100.655,131.358,172.187,226.141,296.639,387.313,502.41,645.193,819.157,1023.98,1257.42,1508.45,1757.73,1976.42,2136.13,2213.24,2215.11,Z_1
45,7.55611,6.85972,6.61838,6.67753,7.10446,7.94451,9.24011,11.0354,13.4516,16.5727,20.6006,25.7113,32.214,40.5204,51.2886,65.4693,84.2867,109.495,143.247,188.347,248.45,327.957,432.141,569.209,745.342,968.544,1241.63,1559.8,1898.99,2215.78,2444.29,2527.07,2447.72,2235.92,1955.65,1660.61,1390.56,1163.32,984.495,848.689,C_0
46,6.32508,5.72319,5.38334,5.21512,5.09993,5.20418,5.48054,6.00972,6.86591,8.11188,9.80119,12.0628,15.021,18.8066,23.6451,29.7186,37.4623,47.4843,60.5699,77.978,101.342,132.714,174.642,230.373,304.009,400.351,524.696,682.026,875.7,1104.07,1353.42,1596.01,1791.71,1895.82,1885.96,1771.83,1597.88,1397.94,1213.01,1051.58,C_0
47,5.54875,5.02395,4.71134,4.53029,4.43902,4.55965,4.85054,5.37824,6.26375,7.53758,9.22505,11.5504,14.5199,18.3635,23.2653,29.4535,37.329,47.4361,60.6826,78.2148,101.664,133.155,175.226,231.141,305.042,401.916,526.9,685.654,881.434,1113.82,1371.2,1626.16,1841.35,1967.95,1980.96,1882.86,1716.75,1516.95,1318.57,1156.41,C_0
48,6.50057,5.6896,5.21404,4.93136,4.81549,4.90976,5.2276,5.78312,6.6676,7.92087,9.61269,11.8774,14.7875,18.5576,23.3414,29.3534,37.0028,46.8504,59.6355,76.5691,99.3388,129.714,170.449,224.618,296.336,390.448,511.964,666.826,857.423,1084.37,1336.17,1586.85,1798.35,1924.47,1939.73,1847.01,1683.95,1489.4,1298.4,1134.46,C_0
49,6.18072,5.574,5.21527,5.05137,4.96366,5.03205,5.1707,5.46677,6.03888,6.91752,8.15483,9.87528,12.1962,15.2008,19.0543,23.9736,30.1961,38.1947,48.4992,62.0999,80.248,104.476,136.904,180.168,237.486,312.693,410.764,536.087,692.954,884.378,1106.43,1346.71,1578.32,1767.04,1876.15,1890.28,1815.84,1686.63,1534.37,1388.55,C_0
50,5.45332,4.89436,4.57122,4.42472,4.37743,4.4757,4.65042,4.9904,5.56687,6.41561,7.63775,9.32557,11.5629,14.5008,18.3051,23.1716,29.4075,37.4147,47.7968,61.496,79.6737,103.945,136.394,179.486,236.464,311.019,407.64,530.997,685.094,872.267,1090.07,1327.37,1559.15,1751.66,1867.83,1889.6,1823.84,1699.32,1549.18,1406.02,C_0
51,5.74853,5.15505,4.8227,4.70036,4.72263,4.8743,5.13206,5.51616,6.08846,6.94785,8.16441,9.87518,12.1726,15.2105,19.135,24.1477,30.5355,38.6727,49.1848,62.9371,81.1492,105.641,138.254,181.764,239.227,314.433,412.115,536.11,690.916,878.022,1094.27,1325.93,1547.17,1722.34,1817.93,1817.83,1737.34,1605.9,1454.05,1316.82,C_0
57,17.7338,14.1511,11.9079,10.6769,10.2783,10.7105,11.91,13.9489,16.8985,20.915,26.1948,33.1149,42.1173,53.8993,69.3249,89.4693,116.12,151.561,199.066,262.837,348.484,462.322,613.292,812.071,1072.39,1409.27,1838.09,2368.87,2998.94,3697.1,4381.73,4914.81,5167.03,5061.43,4649.39,4049.46,3399.91,2801.15,2309.43,1885.25,H_0
58,7.06037,6.19871,5.59299,5.21606,5.02844,5.11549,5.4203,6.03026,7.01367,8.37928,10.2662,12.7504,16.0063,20.1084,25.2841,31.774,39.9458,50.3476,63.8314,81.6743,105.517,137.713,180.76,238.198,314.383,414.573,544.361,709.845,916.095,1163.07,1440.3,1720.84,1962.85,2113.07,2136.57,2037.72,1849.28,1624.4,1405.31,1209.64,H_0
59,8.03298,6.98541,6.35251,5.97775,5.81028,5.87531,6.09374,6.61959,7.47461,8.75171,10.5008,12.9016,16.0526,20.0643,25.1883,31.7046,39.9715,50.6373,64.6813,83.3731,108.566,142.226,187.3,247.253,326.805,430.669,564.831,735.553,946.621,1197.85,1477.61,1758.02,1995.4,2140.09,2160.79,2058.53,1878.64,1664.43,1453.38,1273.31,H_0
60,8.69884,7.52148,6.67298,6.14346,5.81353,5.76267,6.03514,6.6356,7.60796,9.01896,10.9356,13.4185,16.6019,20.6026,25.5734,31.8061,39.6491,49.6531,62.7161,80.0091,103.26,134.441,176.291,232.173,306.392,403.429,529.488,690.16,889.106,1126.6,1389.52,1653.65,1873.71,2004.83,2017.18,1915.38,1736.84,1530.08,1317.25,1145.11,H_0
61,5.94366,5.43636,5.1761,5.12142,5.21671,5.42533,5.76734,6.28226,7.04405,8.14301,9.63068,11.6334,14.273,17.6789,22.0196,27.5594,34.5951,43.6543,55.532,71.2709,92.3664,120.609,158.386,208.658,275.097,362.132,474.729,617.733,795.591,1008.52,1248.96,1497.53,1718.3,1871.33,1922.7,1869.07,1737.64,1565.9,1392.24,1232.53,H_0
62,5.35636,4.93505,4.65704,4.54412,4.47481,4.56809,4.82623,5.28953,6.07644,7.289,8.89707,11.0608,13.9202,17.5454,22.1635,27.9682,35.3909,44.9293,57.4487,74.0294,96.2361,126.002,165.792,218.542,288.216,379.735,497.422,646.486,831.035,1050.87,1296.69,1545.2,1759.81,1899.88,1933.99,1866.19,1726.29,1551.79,1377.36,1226.93,H_0
63,5.73101,5.05673,4.67412,4.43115,4.3489,4.4799,4.76049,5.25159,6.02423,7.06377,8.47833,10.346,12.7496,15.8601,19.8744,24.9663,31.4429,39.7916,50.526,64.6236,83.4003,108.493,142.145,186.794,246.017,324.032,424.72,553.513,714.01,908.314,1131.21,1366.84,1588.01,1757.49,1842.69,1830.45,1735.27,1592.96,1436.57,1293.1,H_0
66,14.4361,11.7725,10.1408,9.39143,9.3083,9.94077,11.2811,13.2791,16.1297,19.9314,24.9227,31.4099,39.8295,50.6873,64.7954,83.0885,106.985,138.446,180.441,236.568,311.39,411.236,542.815,715.041,938.504,1223.7,1581.53,2018.31,2531.09,3100.73,3676.03,4173.05,4472.65,4497.2,4247.51,3790.23,3253.46,2728.96,2223.67,1861.2,I_0
67,7.92926,6.94561,6.28968,5.85747,5.60719,5.66221,5.96775,6.59109,7.62139,9.0724,11.0186,13.6229,16.9514,21.1609,26.4701,33.12,41.5599,52.394,66.5781,85.4626,110.951,145.03,190.811,251.655,332.446,438.25,575.295,750.439,967.672,1228.35,1519.52,1813.99,2067.23,2225.55,2250.64,2149.46,1955.1,1727.47,1502.85,1298.95,I_0
68,5.34949,4.87538,4.6377,4.55725,4.57506,4.76129,5.15062,5.73856,6.65992,7.94991,9.6749,11.9705,14.9128,18.7139,23.5021,29.6326,37.3973,47.4182,60.5814,78.0482,101.505,132.795,174.737,230.289,303.715,399.827,523.27,679.603,872.014,1098.98,1348.49,1596.27,1802.25,1924.69,1938.24,1852.98,1693.08,1507.8,1329.97,1172.53,I_0
69,5.24446,4.77909,4.5573,4.43242,4.42371,4.58763,4.9252,5.51596,6.43009,7.70918,9.42413,11.6912,14.6461,18.4098,23.222,29.3371,37.1391,47.255,60.4954,78.113,101.754,133.291,175.398,231.315,305.039,401.375,525.31,682.203,874.444,1101.05,1348.05,1589.98,1785.15,1892.31,1890.1,1787.38,1620.91,1432.56,1247.84,1097.05,I_0
70,5.68264,5.07674,4.74676,4.61501,4.62935,4.83405,5.13984,5.66596,6.40262,7.41088,8.78087,10.646,13.0728,16.2495,20.325,25.5256,32.2278,40.8159,52.0614,66.8951,86.6202,113.212,148.679,195.832,258.209,340.16,445.93,580.621,748.445,951.825,1185.1,1433.76,1667.49,1847.02,1937.93,1921.48,1819.87,1660.63,1492.35,1337.76,I_0
71,6.56817,5.92699,5.61497,5.43497,5.31298,5.35427,5.52735,5.89434,6.52844,7.52405,8.89549,10.7842,13.2921,16.5599,20.7469,26.0901,32.8915,41.5534,52.8459,67.6813,87.4723,114.096,149.634,196.911,259.532,341.769,447.902,582.698,750.425,951.473,1179.53,1416.08,1631.71,1788.24,1853.36,1821.03,1714.04,1563.11,1401.14,1254.56,I_0
72,5.97432,5.39728,5.14125,5.02819,5.03211,5.1845,5.46439,5.95542,6.69857,7.78943,9.31167,11.3305,13.9654,17.3185,21.5816,27.0024,33.8698,42.6362,54.0593,69.1036,89.1007,116.001,151.933,199.824,263.26,346.788,454.349,592.044,763.131,969.651,1206.22,1454.03,1683.53,1852.75,1925.48,1895.7,1779.65,1613.2,1437.87,1280.8,I_0
75,8.41785,7.33284,6.61683,6.19133,6.01783,6.13602,6.52119,7.24453,8.37757,9.98546,12.1502,15.0086,18.6572,23.2093,28.8202,35.783,44.5204,55.7121,70.2778,89.6491,115.669,150.782,197.907,260.77,344.444,454.032,596.777,779.005,1006.77,1281.52,1592.88,1912.99,2195.89,2383.72,2434.9,2339.45,2144.09,1899.67,1644.78,1425.24,Z_0
76,7.22156,6.30117,5.71032,5.37504,5.21809,5.32073,5.62324,6.18607,7.09314,8.40033,10.1703,12.5514,15.6734,19.6953,24.8265,31.3487,39.6486,50.4041,64.4721,83.2155,108.311,142.053,187.111,246.977,326.199,430.393,564.951,736.205,948.771,1202.91,1486.6,1772.62,2017.47,2164.95,2186.34,2082.12,1892.91,1671.82,1451.31,1262.25,Z_0
77,6.9155,6.07621,5.56755,5.26337,5.1821,5.32523,5.69587,6.33386,7.30787,8.66528,10.57,13.0703,16.2999,20.46,25.6862,32.3159,40.7038,51.4252,65.3786,83.8263,108.499,141.806,186.388,245.717,324.533,428.169,562.762,734.99,950.631,1211.18,1506.97,1814.57,2089.67,2275.87,2332.59,2251.95,2068.14,1836.25,1597.67,1389.44,Z_0
78,4.84186,4.40762,4.18208,4.16188,4.31297,4.71165,5.30911,6.1695,7.34158,8.81732,10.7269,13.1477,16.2523,20.2046,25.21,31.529,39.649,50.1755,64.0816,82.6546,107.637,141.061,185.592,244.529,321.964,422.634,550.657,710.645,903.446,1124.99,1358.86,1578.36,1744.34,1824.09,1804.01,1704.07,1553.4,1391.47,1239.66,1115.57,Z_0
79,5.52113,4.90047,4.55888,4.48334,4.64022,5.06905,5.69242,6.57292,7.66622,9.08829,10.8507,13.0912,15.9857,19.7003,24.4455,30.4757,38.1813,48.1629,61.2996,78.765,102.275,133.782,175.915,231.815,305.602,402.154,525.776,681.774,872.163,1094.65,1334.07,1564,1743.99,1836.47,1825.36,1727.56,1571.38,1398.34,1240.41,1099.85,Z_0
80,5.93301,5.34017,5.01735,4.89303,4.93236,5.12118,5.50549,6.11361,7.05536,8.39718,10.2453,12.7365,15.9764,20.1531,25.4648,32.2412,40.9297,52.2185,67.0955,86.9747,113.668,149.348,196.893,259.705,342.59,449.571,586.776,757.921,965.264,1203.83,1456.34,1691.04,1864.24,1939.69,1905.98,1781.2,1609.61,1427.56,1260.61,1118.96,Z_0
81,6.21065,5.62823,5.32914,5.23951,5.31881,5.55765,5.93798,6.52376,7.45063,8.70918,10.4422,12.7591,15.7784,19.667,24.608,30.9422,39.0412,49.5245,63.3089,81.6219,106.177,139.076,182.896,241.055,317.544,417.599,545.631,706.76,903.755,1135.46,1387.14,1635.2,1835.68,1951.15,1955.38,1859.97,1699.34,1519.55,1341.51,1197.9,Z_0
