ID,R0,R1,A1,E1_0,E1_1,label
1,584.5133683165215,5067.7006471997265,1341.4751624182202,4.7705195248128996e-05,0.8766204311198005,igg_0.5_no_norm_a1
2,586.8118383277432,5234.443850376366,1487.5129086499453,4.570003233492839e-05,0.8920544646066345,igg_0.5_no_norm_a2
3,514.319335469984,4954.9032886509785,1386.867271412285,4.184881316662812e-05,0.8658608751753366,igg_0.5_no_norm_b1
4,514.2105272551421,5257.949296689774,1457.0574710487695,3.925239054991425e-05,0.8903559696706094,igg_0.5_no_norm_b2
5,469.9237323633492,6466.53839179812,1746.344423577909,3.466000858040492e-05,0.8910022132662766,igg_0.5_no_norm_c1
6,472.2908851227065,6257.599027243641,1873.4881781133645,3.34231883721327e-05,0.8976399834006542,igg_0.5_no_norm_c2
7,457.0469082434625,4360.875585681432,992.7323041157101,3.634525325105624e-05,0.8508692982086006,igg_0.5_no_norm_d1
8,457.0664105150994,4158.30847160778,991.7020709185797,3.520801906790875e-05,0.8527589510764035,igg_0.5_no_norm_d2
9,436.1401340256166,7162.427840369768,1603.052373073917,5.0597179766060514e-05,0.8648827180289363,igg_0.5_no_norm_e1
10,437.161830349912,7005.621771267624,1556.79227937186,4.9623122178775766e-05,0.8702699525897807,igg_0.5_no_norm_e2
11,497.3494419813648,5751.57831142913,1385.6157330357653,3.142991234453551e-05,0.8807479978708465,igg_16_no_norm_a1
12,498.6137498793802,5494.826668759267,1436.1855147387307,3.116905010662854e-05,0.88627971476262,igg_16_no_norm_a2
13,512.5387964448717,5100.206450904393,1211.7752613535852,2.9884225924195863e-05,0.8913560481003656,igg_16_no_norm_b1
14,432.40554399582373,4496.039895355583,1094.1399832569598,3.095396814357609e-05,0.8739450826530586,igg_16_no_norm_c1
15,432.9076651749529,4529.372068957944,1050.7799990743606,2.94614302890651e-05,0.8869084482039777,igg_16_no_norm_c2
16,446.50378065965174,5166.74421045218,1130.8985267153623,4.311015062774342e-05,0.8610667196023135,igg_16_no_norm_d1
17,449.4383945922022,5117.7515132955805,1099.1984867379765,4.126656229053562e-05,0.8867760845082844,igg_16_no_norm_d2
18,406.77259503324655,4835.844916229964,887.3963232444479,3.885212922904688e-05,0.8645621422404669,igg_16_no_norm_e1
19,409.32744725709546,5009.048299450403,952.8296905284911,3.791308491716036e-05,0.8811323938120632,igg_16_no_norm_e2
20,473.31657786040023,5371.588327288429,1500.7559260852493,3.8799793212557885e-05,0.88648692400439,igg_1_no_norm_a1
21,471.7422576723472,5364.657446531107,1442.8569343337817,3.921753242748053e-05,0.8789226377812089,igg_1_no_norm_a2
22,579.5881085860232,4703.238771224488,1273.6361646394632,3.1384890244346784e-05,0.8627228059297734,igg_1_no_norm_b1
23,577.9604070139128,4404.480405171475,1080.3577387907808,3.0706821434903225e-05,0.8683933903074011,igg_1_no_norm_b2
24,560.9887891111117,4503.204087029458,1194.060113036686,3.7081871565339e-05,0.866399492503241,igg_1_no_norm_c1
25,561.911809931725,4626.99512195475,1246.555906849095,3.606817021683798e-05,0.8698312217488319,igg_1_no_norm_c2
26,416.9629957086829,5310.971931565541,1237.5250371800855,3.9865561148334226e-05,0.8760063686265892,igg_1_no_norm_d1
27,420.46099184089013,5742.013048282261,1382.3318049276409,3.718600917193345e-05,0.9064826287801613,igg_1_no_norm_d2
28,421.8347020263086,5338.182590279146,1255.6603458232087,3.9884690881349485e-05,0.8869192455507799,igg_1_no_norm_e1
29,422.0380392029451,5353.182699002945,1251.8780709778152,4.0864811809777835e-05,0.8823187155486543,igg_1_no_norm_e2
30,493.8556185080825,5076.905267918573,1210.240675408531,3.6407046411491673e-05,0.8861255436576868,igg_2_no_norm_a1
31,492.46374841588135,4737.550950324526,1161.6198869511463,3.672607459524914e-05,0.8762242839199764,igg_2_no_norm_a2
32,470.658716807624,4391.764135306611,1060.476737841549,3.2836242817046325e-05,0.8817967218105818,igg_2_no_norm_b1
33,470.354212622734,4057.391574702569,999.0730819479471,3.28451951892698e-05,0.8758785363623668,igg_2_no_norm_b2
34,546.7433213808245,4897.527229349623,1169.7863129372256,3.477527487824993e-05,0.853871671000012,igg_2_no_norm_c1
35,550.2362056223084,4879.907885471417,1224.4082095599438,3.3657204663314636e-05,0.8699114052068095,igg_2_no_norm_c2
36,548.793696647019,4773.180245441886,1066.5443294304844,4.584869872344906e-05,0.8526643435359181,igg_2_no_norm_d1
37,552.2328783484702,4465.714918496456,1078.0164450817667,4.552295122291022e-05,0.8618972170771636,igg_2_no_norm_d2
38,423.4846195072342,5786.047137229395,1149.8134415437632,4.021022962517416e-05,0.8712858706425832,igg_2_no_norm_e1
39,423.5411747917571,5605.629408017679,1118.1375177799323,3.9485572312240885e-05,0.874393770822094,igg_2_no_norm_e2
40,458.23600648894205,4802.513447329073,1141.2345159740612,3.288917590413074e-05,0.8748274440618933,igg_32_no_norm_a1
41,458.5729455204776,4935.0274778576195,1198.721174069314,3.3352435330330664e-05,0.8739489144556972,igg_32_no_norm_a2
42,472.49098687450805,5344.098544725508,1321.3713769372846,3.0229510876542487e-05,0.878852751129204,igg_32_no_norm_b1
43,447.8511324400534,5085.365434567009,1145.3409532206085,2.8823107114490148e-05,0.8702183323110876,igg_32_no_norm_c1
44,449.16768095612036,4939.142017224958,1099.4906097491198,2.9089393100873646e-05,0.8732038476088335,igg_32_no_norm_c2
45,385.75617390917773,4375.037415952393,929.3436020806395,4.309068308285542e-05,0.8514064932997457,igg_32_no_norm_d1
46,391.8218843322621,4253.233683930732,1058.0821821261793,3.7582433373043e-05,0.8985559156550201,igg_32_no_norm_d2
47,378.3599800686316,4720.786556105555,890.7296207068075,3.7656499034960734e-05,0.8640161090586874,igg_32_no_norm_e1
48,379.13476191621317,4551.4644223821715,828.2493327620458,3.6104926309521063e-05,0.8750278150430263,igg_32_no_norm_e2
49,534.0259558255601,5442.648779830667,1453.576932262275,3.307989960342317e-05,0.8903186093210932,igg_4_no_norm_a1
50,529.9590956012106,5168.139147247783,1319.098034738976,3.403416001350233e-05,0.8752594586815439,igg_4_no_norm_a2
51,564.7419929846733,4712.79192931543,1194.7812045312132,3.588435655250692e-05,0.873705185846881,igg_4_no_norm_b1
52,563.8365533387566,4450.53011680502,1127.5704665814383,3.568318822735007e-05,0.8695391598708246,igg_4_no_norm_b2
53,473.1024783717751,5242.9194276300295,1228.95708445256,3.2802258617901985e-05,0.8743404517973229,igg_4_no_norm_c1
54,474.7897409068053,5396.97110208523,1306.077248212636,3.265192975929234e-05,0.8805055245259062,igg_4_no_norm_c2
55,418.45886468017085,5351.169264201787,1087.5603720496053,3.865681427329757e-05,0.8742750501879926,igg_4_no_norm_d1
56,416.40124589227946,5272.761740010324,1078.0142743053657,3.957771924617877e-05,0.8606894720819142,igg_4_no_norm_d2
57,496.53191681268993,5271.59474769677,997.4027211483574,4.1931316018713085e-05,0.8754210939210821,igg_4_no_norm_e1
58,497.0919599628886,5237.15767891195,999.2498283953717,4.2682367164459076e-05,0.8754857409783706,igg_4_no_norm_e2
59,509.3836820917917,5324.182999981918,1303.1896551860189,3.519620523775332e-05,0.8798417864131154,igg_8_no_norm_a1
60,510.7179768954175,4847.971452324783,1231.7337143653695,3.4002133728815474e-05,0.8868348246962489,igg_8_no_norm_a2
61,495.7130567156406,5136.354270986493,1353.7093996663662,3.168411750499448e-05,0.8754049467601545,igg_8_no_norm_b1
62,477.9305123597893,5272.639321389098,1259.9191095309652,3.564835507978418e-05,0.866884771524246,igg_8_no_norm_c1
63,479.47758332721094,5139.985542492947,1301.2068488274865,3.655295868243349e-05,0.8636490628818869,igg_8_no_norm_c2
64,406.5931593440876,4190.507806452529,945.0588354210544,3.702744793703034e-05,0.855719769441665,igg_8_no_norm_d1
65,406.46162466608195,4169.645042415622,935.6728328439608,3.8613935310923435e-05,0.8487199549624674,igg_8_no_norm_d2
66,451.94990629565814,5167.212455297653,1007.8152658607557,4.0482788722930334e-05,0.8661588812917176,igg_8_no_norm_e1
67,447.37576621597145,5073.617368437385,908.7629484705458,4.139855356524255e-05,0.8515905829098402,igg_8_no_norm_e2
